id,Vendor Name,Contract ID,Title/Purpose,Execution Date,Original Expiration Date,Current Expiration Date,Original Contract Amount,Current Contract Amount,Selection Process,Funding Sources,Modifications
SW-0317969,REGENCY NW CONSTRUCTION INC,SW-0317969,GENERAL CONSTRUCTION ON-CALL PORTWIDE 2014,5/12/2014,5/12/2015,12/31/2016,"$300,000.00","$300,000.00",C,"00010, 03040, 03750, RET01",Y
P-00318021,WARREN JOSEPH ADAMS,P-00318021,FEASIBILITY STUDIES AND REPORTING,5/15/2014,5/6/2017,5/6/2017,"$199,999.00","$199,999.00",C,00010,N
P-00317949,WASHINGTON AUDIOLOGY SERVICES,P-00317949,HEALTH & SAFETY - 5 YEAR CONTRACT,5/5/2014,5/4/2019,5/4/2019,"$265,000.00","$265,000.00",C,00010,N
P-00317571,RIDER LEVETT BUCKNALL LTD,P-00317571,CONSTRUCTION SCHEDULING IDIQ 2 OF 2,5/20/2014,5/19/2015,5/19/2017,"$250,000.00","$250,000.00",C,,N
C-00318028,TROPICAL FOLIAGE UNLIMITED,C-00318028,STIA INDOOR PLANT MAINT,5/15/2014,5/31/2019,5/31/2019,"$120,000.00","$140,000.00",C,"00010, 03040",N
P-00317561,"RS&H, INC.",P-00317561,GATE PLANNING SERVICES IDIQ,5/2/2014,5/1/2016,5/1/2017,"$199,999.00","$199,999.00",C,03040,N
L-00318033,CALFO HARRIGAN LEYH & EAKES LLP,L-00318033,LEGAL SERVICES,4/30/2014,12/31/2015,12/31/2017,"$1,000,000.00","$1,000,000.00",W,00010,Y
P-00317881,HONSHA INC,P-00317881,LEAN CONSULTING SERVICES,4/24/2014,4/30/2019,4/30/2019,"$750,000.00","$750,000.00",C,"00010, 03040",Y
MC-0317807,BURTON CONSTRUCTION INC,MC-0317807,NOISE REMEDY JOB  ORDER CONTRACT,4/1/2014,7/1/2016,1/31/2017,"$4,000,000.00","$4,000,000.00",C,03040,Y
S-00317987,HERTZ EQUIPMENT RENTAL CORP,S-00317987,MED/ HEAVY EQUIPMENT RENTAL,4/1/2014,3/31/2015,3/31/2017,"$300,000.00","$74,978.47",C,00010,Y
L-00318101,KIRKPATRICK & LOCKHART PRESTON GATES,L-00318101,LEGAL SERVICES,4/1/2014,12/31/2015,12/31/2017,"$100,000.00","$500,000.00",W,"00010, 00SPA",Y
C-00318030,COMCAST,C-00318030,"COMCAST ENTERPRISE SVCS, STIA",4/1/2014,3/31/2017,3/31/2017,"$162,510.00","$252,510.00",C,00010,N
S-00318059,WIMACTEL INC,S-00318059,MONTHLY PAYPHONE SERVICE,4/1/2014,6/15/2014,6/30/2017,"$2,000.00","$3,190.00",C,00010,N
MC-0317777,ICON MATERIALS INC,MC-0317777,T-46 STORMWATER IMPROVEMENTS,4/28/2014,7/20/2014,5/7/2015,"$3,000,000.00","$2,746,712.77",C,00010,Y
S-00317990,"LOOMIS, FARGO & CO",S-00317990,ARMORED CAR SVC,3/31/2014,3/31/2015,3/31/2017,"$98,000.00","$110,279.17",C,00010,N
MC-0317731,M D MOORE CO INC,MC-0317731,NORTH SATTELITE BAGGAGE REFURBISHMENT,4/25/2014,8/14/2015,12/29/2017,"$11,834,160.00","$13,408,969.00",C,03040,Y
MC-0317730,ABSHER CONSTRUCTION,MC-0317730,MAIN TERMINAL ELEVATORS ESCALATORS SSAF VERTICAL CONVEYANCE SYSTEM UPGRADE,4/21/2014,4/20/2016,1/20/2017,"$4,603,000.00","$4,910,743.16",C,03040,Y
S-00317988,HERTZ EQUIPMENT RENTAL CORP,S-00317988,MED/HEAVY EQUIPMENT RENTAL,3/30/2014,3/31/2015,3/31/2017,"$150,000.00","$5,959.89",C,03040,Y
S-00318000,ECOVA INC,S-00318000,UTILITY INVOICE PROCESSING SERVICES,3/25/2014,3/24/2015,3/24/2018,"$20,000.00","$35,775.40",C,03040,Y
P-00317564,MCLARENS YOUNG INTERNATIONAL,P-00317564,CLAIMS ADJUSTING SERVICES,3/26/2014,3/25/2017,3/25/2017,"$24,000.00","$24,000.00",C,,N
S-00318001,ECOVA INC,S-00318001,UTILITY INVOICE PROCESSING SERVICES,3/24/2014,3/24/2015,3/24/2017,"$20,000.00","$44,744.73",C,00010,Y
C-00317952,SCHINDLER ELEVATOR CORPORATION,C-00317952,CONVEYANCE SYSTEMS MAINTENANCE AND REPAIRS,3/21/2014,6/30/2019,6/30/2019,"$15,000,000.00","$15,000,000.00",C,03040,N
I-00317973,US FEDERAL AVIATION ADMIN,I-00317973,FAA REIMB RE: RUNWAY RECONSTRUCTION 16C/34C,3/21/2014,4/30/2014,3/21/2019,"$30,000.00","$30,000.00",S,03040,N
SW-0317869,PERFORMANCE ABATEMENT SERVICES,SW-0317869,"REGULATED MATERIALS ABATEMENT, PORTWIDE ON-CALL 2014-1",3/18/2014,3/18/2015,3/18/2016,"$300,000.00","$300,000.00",C,"00010, 00020, 03040, 03730, RET01",Y
P-00317570,JACOBS ASSOCIATES,P-00317570,CONST SCHEDULING SVCS IDIQ 1 OF 2,3/17/2014,5/19/2015,5/19/2017,"$250,000.00","$250,000.00",C,00020,N
P-00317962,SEAWEST ADJUSTMENT CO,P-00317962,1330 RISK MGMT CLAIMS ADJUSTER SVCS,3/17/2014,3/16/2017,3/16/2017,"$24,000.00","$22,000.00",C,"00010, 03040",N
P-00317719,HEERY INTERNATIONAL INC,P-00317719,NORTHSTAR CONSTRUCTION MGMT IDIQ,3/13/2014,12/31/2018,12/31/2018,"$10,000,000.00","$10,000,000.00",C,"00010, 03040, 03750",Y
S-00317948,GIGS4U,S-00317948,LIVE MUSIC PROGRAMMING,3/1/2014,2/28/2017,2/28/2017,"$750,000.00","$724,828.16",C,"03040, 03080",N
L-00317976,COWAN MILLER & LEDERMAN PS,L-00317976,LEGAL SERVICES,3/1/2014,12/31/2014,12/31/2017,"$7,500.00","$20,000.00",W,03040,Y
S-00317992,COMMERCIAL AGENCY,S-00317992,COLLECTION SERVICES,3/1/2014,2/28/2018,2/28/2018,"$50,000.00","$43,840.26",C,,N
L-00318019,GARVEY SHUBERT & BARER,L-00318019,LEGAL SERVICES,3/1/2014,12/31/2016,12/31/2016,"$10,000.00","$165,000.00",W,00010,Y
P-00317563,FORT HILL ASSOCIATES LLC,P-00317563,CONSTRUCTION AUDITING SERVICES IDIQ,2/24/2014,2/23/2015,2/23/2017,"$250,000.00","$250,000.00",C,03040,Y
MC-0317586,CLEARCREEK CONTRACTORS INC,MC-0317586,T91 TANK FARM CLEAN UP,3/6/2014,9/26/2015,9/26/2015,"$3,931,321.74","$3,931,321.74",C,00020,Y
P-00317841,PLANNING & MANAGEMENT SERVICES INC,P-00317841,6260 CLEAN TRUCK PROGRAM GRANT ADMIN,2/24/2014,2/23/2016,4/30/2017,"$120,949.00","$205,204.00",C,00010,Y
P-00317788,DAVID EVANS & ASSOCIATES INC,P-00317788,SURVEY & MAPPING SVC IDIQ,2/6/2014,2/5/2015,2/5/2017,"$300,000.00","$300,000.00",C,"00010, 03040",Y
P-00317702,MOFFATT & NICHOL ENGINEERS,P-00317702,SEAPORT CARGO PLANNING,2/14/2014,2/13/2019,2/13/2018,"$285,000.00","$285,000.00",C,"00010, 00SPA",N
P-00317944,HAYRE MCELROY & ASSOCIATES LLC,P-00317944,"SPECIAL TESTING, INSPECTION AND INVESTIGATION IDIQ",2/12/2014,6/18/2015,6/19/2017,"$375,000.00","$375,000.00",C,"00010, 03040, 03730",Y
C-00317927,ABM JANITORIAL SERVICES,C-00317927,AIRPORT JANITORIAL SERVICES,2/1/2014,1/31/2017,1/31/2017,"$10,733,143.00","$53,665,715.00",C,"00010, 03040",Y
S-00318036,CEQUEL DATA CENTERS LLC,S-00318036,DATA STORAGE,2/1/2014,1/31/2017,4/30/2017,"$450,000.00","$366,118.17",W,00010,Y
C-00317933,PERFORMANCE FRANCHISING INC,C-00317933,T30 JANITORIAL,1/30/2014,1/31/2015,12/31/2017,"$19,000.00","$20,000.00",C,00010,N
C-00318046,AIRGAS NOR PAC INC,C-00318046,AFD 48 MO SUBSCRIPTION,1/31/2014,1/31/2017,1/31/2017,"$25,000.00","$25,000.00",C,03040,N
C-00317931,CORCENTRIC COLLECTIVE BUSINESS SYSTEMS I,C-00317931,AP SOFTWARE,1/27/2014,2/17/2017,2/28/2017,"$299,999.00","$299,000.00",C,00010,N
P-00317641,BNP ASSOCIATES INC,P-00317641,BAGGAGE OPTIMIZATION DESIGN PROJECT,1/27/2014,1/31/2024,1/31/2024,"$12,000,000.00","$21,500,000.00",C,03040,Y
S-00317898,FALCON RESEARCH GROUP,S-00317898,FALCON TRACKING AND CAPTURE,1/17/2014,1/16/2015,1/16/2018,"$300,000.00","$201,369.81",W,03040,N
P-0316523A,PIPER JAFFRAY & CO,P-0316523A,FINANCIAL ADVISORY SERVICES,1/27/2014,4/8/2015,4/8/2017,"$1,860,774.55","$1,860,774.55",C,,Y
S-00317926,ARAMARK UNIFORM SERVICES,S-00317926,"UNIFORM, TOWELS, MATS RENTAL/CLEANING",1/22/2014,1/22/2014,12/31/2017,"$295,000.00",$0.00,C,,N
MC-0317700,GARY MERLINO CONSTRUCTION CO,MC-0317700,CARGO HARDSTAND IMPROV,1/28/2014,3/14/2015,12/31/2017,"$32,812,060.00","$32,879,682.64",C,"03040, 03730",Y
C-00317916,WILLIAMS SCOTSMAN INC,C-00317916,P & S NORTH OFFICE TRAILER,1/16/2014,12/31/2016,12/31/2016,"$25,245.09","$31,470.89",C,00010,Y
I-00318053,USDA APHIS FSO ACCTG SVCS,I-00318053,WILDLIFE DAMAGE MANAGEMENT,1/8/2014,12/31/2018,12/31/2018,"$205,281.00","$639,642.00",S,03040,Y
S-00317924,REGIONAL DISPOSAL CO,S-00317924,SOIL DISPOSAL,1/1/2014,12/31/2015,6/30/2017,"$25,000.00","$35,249.16",C,"00010, 03710",Y
C-00317896,KEYSTONE US MANAGEMENT INC,C-00317896,ANNUAL DC MONITORING,12/24/2013,12/31/2017,12/31/2017,"$4,000.00","$4,000.00",C,03040,N
I-00317929,PUGET SOUND CLEAN AIR AGENCY,I-00317929,INTERLOCAL AGMT DRAYAGE TRUCK REPLACEMENT PROGRAM,12/31/2013,6/30/2015,3/31/2017,"$4,275,000.00","$6,438,000.00",C,00010,Y
SW-0317882,CLINTON & SONS ELECTRIC INC,SW-0317882,ELECTRICAL ON-CALL PORTWIDE 2014,12/16/2013,12/19/2015,6/30/2016,"$300,000.00","$300,000.00",C,"00010, 00012, 03040, 03750, RET01",N
P-00317647,GLUMAC,P-00317647,NORTH STAR PROGRAM COMMISSIONING AGENT SERVICES,12/24/2013,12/31/2019,12/31/2019,"$2,000,000.00","$2,000,000.00",C,03040,Y
S-00317877,LAKESIDE INDUSTRIES INC,S-00317877,ASPHALT AND ASPHALT PRODUCTS,12/10/2013,12/31/2014,12/31/2017,"$50,000.00","$108,795.62",W,00010,Y
L-00317938,FOSTER PEPPER PLLC,L-00317938,LEGAL SERVICES,12/1/2013,3/1/2014,12/31/2018,"$2,419.00","$7,000.00",W,00010,Y
P-00317740,AECOM INC,P-00317740,INTERNATIONAL ARRIVALS FACILITY PROGRAM MANAGEMENT SERVICES,1/6/2014,12/31/2018,12/31/2018,"$17,000,000.00","$17,000,000.00",C,03040,Y
L-00318006,PORTER FOSTER RORICK,L-00318006,LEGAL SERVICES,12/1/2013,12/31/2014,12/31/2017,"$5,000.00","$5,500.00",W,00010,Y
S-00317863,SIMPLEXGRINNELL LP,S-00317863,FIRE & ALARM PROTECTION,11/12/2013,1/31/2014,1/31/2017,"$295,000.00","$67,743.72",C,00010,N
S-00317871,HERTZ CORPORATION,S-00317871,POS PD UNDERCOVER OFFICER VEHICEL RENTAL,11/26/2013,11/25/2014,11/25/2017,"$300,000.00","$24,026.05",C,03040,Y
S-00317836,ONSITE ENVIRONMENTAL INC,S-00317836,ANALYTICAL LAB SERVICES,11/1/2013,10/31/2014,10/31/2018,"$300,000.00","$226,740.78",C,"00010, 03040",Y
S-00317793,CRYOTECH DEICING TECHNOLOGY,S-00317793,LIQUID AND SOLID DEICER,11/8/2013,10/31/2014,11/7/2018,"$3,000,000.00","$824,140.64",S,00010,N
S-00317865,MCCORMICK & SCHMICK RESTAURANT CORP,S-00317865,CATERING FOR AWARD LUNCHEON,10/25/2013,10/24/2014,10/24/2017,"$55,000.00","$66,106.25",C,00010,Y
S-00317842,PACIFIC NORTHWEST SHREDDING INC,S-00317842,DOCUMENTS SHREDDING SERVICES,10/23/2013,10/22/2015,12/16/2017,"$25,000.00","$26,228.00",C,00010,Y
SW-0317817,NORTHWEST ASPHALT INC,SW-0317817,ASPHALT PAVING ON-CALL PORTWIDE 2013,10/10/2013,9/25/2014,11/25/2015,"$300,000.00","$300,000.00",C,"00010, 00020, 03040, RET01",Y
P-00317810,MCAULIFFE CONSULTING INC,P-00317810,STRATEGIC PLANNING AND METRICS,10/7/2013,10/6/2016,10/7/2016,"$175,000.00","$175,000.00",C,03040,Y
MC-0317593,PELLCO CONSTRUCTION INC,MC-0317593,DOUG FOX LOT SERVICE UPGRADE,10/29/2013,1/7/2015,12/31/2017,"$4,197,723.36","$4,435,482.20",C,"03040, 03730",Y
S-00317811,VENTILATION POWER CLEANING CO,S-00317811,STORM WATER CAMERA INSPECTION,10/1/2013,4/30/2013,7/31/2018,"$95,000.00","$61,457.81",C,"00010, 00SPA",N
S-00317814,CENTRAL WELDING SUPPLY,S-00317814,"GASES, HAZMAT FEES",10/1/2013,9/30/2014,9/30/2017,"$25,000.00","$14,397.52",C,00010,N
S-00317824,PUGET SOUND DISPATCH  LLC,S-00317824,TAXI SCRIPT,10/1/2013,9/30/2013,9/30/2017,"$25,000.00","$11,968.60",C,00010,N
S-00317851,TEMPEST TECHNOLOGIES LLC,S-00317851,"AUDIO/VISUAL EQUIP REPAIR, PROGRAMMING & TROUBLESHOOTING",10/1/2013,9/30/2014,8/31/2017,"$25,000.00","$5,881.68",C,00010,Y
U-00317816,RECOLOGY CLEANSCAPES INC,U-00317816,"UTILITY, SOLID WASTE COLLECTION",10/1/2013,9/30/2014,8/31/2017,"$999,999.00",$0.00,C,00010,N
U-00317825,REPUBLIC SERVICES,U-00317825,"UTILITY, RECYCLING PICK UP",10/1/2013,8/31/2015,8/31/2017,"$999,999.00",$0.00,W,00010,N
U-00317895,REGIONAL DISPOSAL CO,U-00317895,WASTE DISPOSAL,10/1/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,N
U-00317820,PUGET SOUND ENERGY INC,U-00317820,UTILITY,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317819,WASTE MANAGEMENT OF SEATTLE,U-00317819,GARBAGE DISPOSAL,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,N
U-00317821,SEATTLE CITY LIGHT,U-00317821,METERED ELECTRICAL SERVICE,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317826,SEATTLE PUBLIC UTILITIES,U-00317826,COMBINED UTILITY,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317835,CEDAR GROVE ORGANICS RECYCLING,U-00317835,UTILITY COMPOSTING/RECYCLING,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317833,COMMERCIAL WASTE REDUCTION &,U-00317833,UTILITY - RECYCLING SERVICES,9/30/2013,8/13/2014,8/31/2018,"$999,999,999.00",$0.00,C,00010,Y
U-00317845,KING CTY WATER DISTRICT #49,U-00317845,UTILITY METERED WATER SERVICE,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317844,VAL VUE SEWER DISTRICT,U-00317844,UTILITY,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317846,SOUTHWEST SUBURBAN SEWER DIST,U-00317846,UTILITY SEWER SERVICE,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317848,HIGHLINE WATER DISTRICT,U-00317848,UTILITY METERED WATER SERVICE,9/30/2013,8/31/2014,8/31/2017,"$999,999,999.00",$0.00,C,00010,Y
U-00317850,BONNEVILLE POWER ADMINISTRATION,U-00317850,UTILITY,9/30/2013,9/3/2028,9/3/2028,$0.01,$0.00,C,03040,N
U-00317856,KING COUNTY TREASURER,U-00317856,KING COUNTY PROPERTY AND SURFACE WATER FEES PORT-WIDE,9/30/2013,10/31/2018,8/31/2018,"$999,999,999.00",$0.00,S,00010,N
P-00317663,"ECH ARCHITECTURE, INC",P-00317663,ARCHITECT SERVICES 1 OF 2 CONTRACTS,9/20/2013,9/19/2014,4/30/2017,"$1,500,000.00","$1,500,000.00",C,03040,Y
P-00317416,CAREWORKS USA LTD,P-00317416,FLMA THIRD PARTY ADMINISTRATOR,9/16/2013,9/13/2016,9/13/2017,"$300,000.00","$300,000.00",C,00010,N
P-00317580,URS CORPORATION,P-00317580,CONSTRUCTION MANAGEMENT SERVICES,9/9/2013,9/9/2016,9/9/2016,"$1,666,667.00","$1,666,667.00",C,"00020, 03040, 03730",Y
S-00317787,WA ST OFC OF STATE AUDITOR,S-00317787,STATUTORY AUDIT SVCS GENERA,9/1/2013,8/31/2017,8/31/2018,"$350,000.00","$335,506.47",C,,Y
SW-0317716,AMERICAN CONSTRUCTION CO INC,SW-0317716,"DOCK, PILING AND DIVING ON-CALL PORTWIDE 2013",8/29/2013,8/29/2014,8/29/2015,"$300,000.00","$300,000.00",C,"00010, 00020, RET01",Y
P-00317579,KBA INC,P-00317579,CONSTRUCTION MANAGEMENT SERVICES,8/25/2013,8/25/2016,2/25/2017,"$1,666,667.00","$1,666,667.00",C,"00010, 03040",Y
P-00317664,PATANO STUDIO ARCHITECTS LLC,P-00317664,ARCHITECT SERVICES,8/21/2013,8/21/2014,5/31/2017,"$1,500,000.00","$1,500,000.00",C,03040,Y
S-00317772,GENUINE PARTS COMPANY NAPA,S-00317772,FLEET VEHICLE PARTS DES CONTRACT 01809,8/20/2013,8/9/2014,8/9/2017,"$300,000.00","$249,656.20",C,"00010, 03040",Y
P-00317753,WAGE WORKS,P-00317753,HEALTH SAVINGS ACCOUNT ADMINISTRATION,8/12/2013,12/31/2015,12/31/2016,"$100,000.00","$100,000.00",W,00050,Y
S-00317725,MUSEUM OF FLIGHT,S-00317725,RFP 13-13 SERVICE AWARD LUNCHEONS,8/2/2013,10/24/2014,10/24/2017,"$110,000.00","$11,072.00",C,00010,Y
I-00317734,SEATTLE COMMUNITY COLLEGE,I-00317734,VIDEOTAPE/STREAM PORT COMMISSIO MEETINGS,8/1/2013,7/31/2018,7/31/2018,"$1,185,000.00","$1,185,000.00",C,00010,N
I-00317767,WA ST DEPT OF ECOLOGY,I-00317767,WATER QUALITY PROGRAM MUNICIPAL STORMWATER PERMITS,8/1/2013,7/31/2018,7/31/2018,"$65,000.00","$65,000.00",C,00010,N
S-00317780,KBG HOLDINGS INC,S-00317780,REPAIRS TO TRASH COMPACTORS/SPECIAL PARTS CLEANING,8/1/2013,7/31/2014,7/31/2017,"$99,999.00","$175,801.81",C,"00010, 03040",Y
C-00317763,NORTHWEST CENTER,C-00317763,JANITORIAL SVC P69,7/30/2013,7/31/2018,7/31/2017,"$1,017,125.00","$1,017,125.00",C,00010,N
P-00317615,FEHR & PEERS,P-00317615,"TRANSPORTATION PLANNING, ENGINEERING, AND POLICY CONSULTING SERVICES IDIQ",6/3/2013,6/2/2014,6/2/2017,"$100,000.00","$100,000.00",C,00010,Y
P-00317677,TONY P SCOCCOLO,P-00317677,EMT TRAINING SERVICES,7/26/2013,7/25/2014,7/25/2018,"$80,000.00","$80,000.00",C,03040,Y
P-00317326,LEIGHFISHER INC,P-00317326,SUSTAINABLE AIRPORT MASTER PLAN,5/28/2013,5/27/2017,5/27/2017,"$6,000,000.00","$9,697,436.93",C,03040,Y
S-00317713,CEDAR BUILDING SERVICE INC,S-00317713,T102 JANITORIAL SERVICE,5/23/2013,5/31/2016,5/31/2017,"$120,000.00","$125,022.23",C,00010,N
L-00317839,KIRKPATRICK & LOCKHART PRESTON GATES,L-00317839,LEGAL SERVICES,5/15/2013,12/31/2014,12/31/2017,"$15,000.00","$55,000.00",W,"00010, 00SPA",Y
P-00317481,EA ENGINEERING SCIENCE & TECHNOLOGY INC,P-00317481,ENVIRONMENTAL REVIEW AND PERMITTING SUPPORT SERVICES IDIQ,5/15/2013,5/14/2016,5/14/2016,"$750,000.00","$750,000.00",C,"00010, 00020",Y
MC-0317715,FORMA CONSTRUCTION COMPANY,MC-0317715,CONCOURSE C VERTICAL CIRCULATION,5/29/2013,6/17/2016,6/17/2016,"$10,980,453.05","$10,980,453.05",C,03040,Y
S-00317683,SOUND PEST CONTROL,S-00317683,SEAPORT PEST MANAGEMENT SERVICES - EXTRA WORK,5/2/2013,4/30/2014,12/30/2017,"$25,000.00","$10,223.55",C,00010,Y
C-00317682,SOUND PEST CONTROL,C-00317682,PEST MANAGEMENT SERVICES FOR SEAPORT AND REAL ESTATE LOCATIONS,5/1/2013,4/30/2014,12/30/2017,"$150,000.00","$150,000.00",C,00010,Y
P-00317747,RYAN SWANSON & CLEVELAND PLLC,P-00317747,LEGAL SERVICES,5/1/2013,12/31/2014,12/31/2017,"$50,000.00","$50,000.00",W,03040,Y
P-00317673,MACROSEARCH INC,P-00317673,IT SERVICES,4/29/2013,4/28/2018,4/28/2018,"$857,142.00","$857,142.00",C,00010,N
I-00318387,STATE OF MONTANA,I-00318387,MOU GREAT NORTHERN CORRIDOR STUDY,4/26/2013,12/31/2016,12/31/2016,"$15,000.00","$15,000.00",S,00010,N
P-00317501,APEX SYSTEMS INC,P-00317501,IT TECHNICAL SERVICES,4/23/2013,4/22/2018,4/22/2018,"$857,142.00","$857,142.00",C,"00010, 03040",N
P-00317669,HANSELL TIERNEY,P-00317669,TECHNICAL STAFFING INFORMATION AND COMMUNICATION TECH. SERVICES,4/19/2013,4/18/2018,4/18/2018,"$857,142.00","$857,142.00",C,,N
P-00317670,SERVERLOGIC CORPORATION,P-00317670,TECHNICAL STAFFING AND INFORMATION AND COMMUNICATION TECH. SERVICES,4/19/2013,4/18/2018,4/18/2018,"$857,142.00","$857,142.00",C,"00010, 03040",N
P-00317671,TRIPLENET TECHNOLOGIES INC,P-00317671,IT TECHNICAL SERVICES ON-CALL,4/19/2013,4/18/2018,4/18/2018,"$857,142.00","$857,142.00",C,,N
P-00317674,WIDENET CONSULTING GROUP,P-00317674,TECHNICAL IT SERVICES,4/19/2013,4/18/2018,4/18/2018,"$857,142.00","$857,142.00",C,"00010, 03040",N
P-00317480,DH ENVIRONMENTAL INC,P-00317480,ENVIRONMENTAL COMPLIANCE AND MANAGEMENT SUPPORT SERVICES IDIQ,4/12/2013,4/11/2016,8/30/2016,"$750,000.00","$750,000.00",C,00010,Y
P-00317562,KPFF INC,P-00317562,T46 LEASE IMPROVEMENTS,4/12/2013,4/11/2018,4/11/2018,"$2,000,000.00","$4,000,000.00",C,"00010, CASPA",N
S-00317646,LAKHANI ENTERPRISES INC,S-00317646,LAUNDRY & DRY CLEANING SERVICES,4/1/2013,3/31/2014,3/31/2017,"$40,000.00","$86,599.90",C,"00010, 03040",Y
S-00317649,KEYSTONE US MANAGEMENT INC,S-00317649,MAINTENANCE & MONITORING SERVICE FOR BURGLARY AND FIRE PROTECTION FOR ALL SITE AND LOCATIONS,4/1/2013,3/31/2015,4/12/2017,$0.00,"$143,694.94",C,00010,Y
P-00317417,AECOM INC,P-00317417,"CLEANUP OVERSIGHT SERVICES, T117 CLEANUP PROJECT",3/13/2013,3/15/2016,12/31/2018,"$1,700,000.00","$3,100,000.00",C,00020,Y
P-00317482,"CONESTOGA ROVERS & ASSOC, INC",P-00317482,ENVIRONMENTAL REVIEW AND PERMITTING SUPPORT SERVICES IDIQ,3/13/2013,3/12/2016,3/12/2016,"$750,000.00","$750,000.00",C,00010,Y
S-00317630,CLEAN ENERGY FUELS CORP,S-00317630,PURCHASE OF CNG FUEL FOR PORT FLEET,3/12/2013,3/11/2014,3/11/2017,"$300,000.00","$52,092.93",C,"00010, 03040",Y
P-00317464,KPFF INC,P-00317464,INFRASTRUCTURE SUPPORT SERVICES IDIQ (K 2OF3),3/11/2013,3/10/2016,12/31/2016,"$1,000,000.00","$1,000,000.00",C,"00010, 00020, 03040",Y
P-00317394,"SOUNDEARTH STRATEGIES, INC.",P-00317394,7/13/2013 IN SOLICITATION PROC,3/4/2013,12/31/2013,3/3/2017,"$1,000,000.00","$1,094,832.04",C,"00010, 00020, 00SPA, 03040, CASPA",N
P-00317500,HEFFRON TRANSPORTATION INC,P-00317500,"TRANSPORTATION PLANNING, ENGINEERING, & POLICY/STRATEGIC CONSULTING",2/25/2013,2/24/2014,2/24/2017,"$250,000.00","$250,000.00",C,"00010, 00SPA",Y
S-00317624,THE COMMON ACRE,S-00317624,HONEYBEE COLONIES @ STIA,2/25/2013,12/31/2013,12/31/2016,$500.00,"$24,924.51",C,"00010, 03040",Y
P-00317491,HYAS GROUP LLC,P-00317491,INVESTMENT CONSULTING SERVICES PORT'S DEFFERED COMPENSATION PLANS,2/5/2013,2/3/2016,2/3/2018,"$189,000.00","$366,000.00",C,00010,Y
P-00317374,ENVIRONMENTAL SCIENCE ASSOCIATES,P-00317374,NATURAL RESOURCES CONSULTING SERVICES,2/1/2013,1/31/2014,2/1/2017,"$800,000.00","$800,000.00",C,03040,N
P-00317423,CRANE CONSULTANTS INC,P-00317423,CRANE SERVICES,1/23/2013,1/22/2014,12/31/2017,"$750,000.00","$750,000.00",C,00010,Y
P-00317555,JD FRANZ RESEARCH INC,P-00317555,ON CALL SURVEY TECHNICAL,1/21/2013,1/20/2015,1/21/2018,"$195,000.00","$195,000.00",C,03040,Y
P-00317419,JONES LANG LASALLE BROKERAGE INC,P-00317419,EXCLUSIVE BROKER AGREEMENT FOR WTCW,1/16/2013,1/15/2018,1/15/2018,"$200,000.00","$200,000.00",C,,N
C-00317548,MAILFINANCE INC.,C-00317548,60 MONTH LEASE POSTAL METER,1/2/2013,12/31/2017,12/31/2017,"$23,606.60","$23,606.60",C,03040,N
C-00317538,YWCA SEATTLE KING SNOHOMISH,C-00317538,LOST & FOUND SERVICES,1/1/2013,12/31/2017,12/31/2017,"$1,496,250.00","$1,496,250.00",W,03040,N
MC-0317218,IMCO GENERAL CONSTRUCTION CO INC,MC-0317218,102365 TERMINAL 117 CLEAN UP,1/11/2013,5/26/2014,6/30/2017,"$10,494,915.00","$10,740,046.15",C,00020,Y
I-00317744,KING CTY DPT OF ADULT,I-00317744,JAIL SERVICE,1/1/2013,12/31/2020,12/31/2020,"$1,700,000.00","$1,700,000.00",C,00010,N
P-00317627,KIRKPATRICK & LOCKHART PRESTON GATES,P-00317627,LEGAL SERVICES,1/1/2013,12/31/2013,12/31/2017,"$10,000.00","$36,015.20",W,00010,Y
P-00317363,KIDDER MATHEWS & SEGNER INC,P-00317363,RE MGMT AGMT,1/1/2013,12/31/2012,12/31/2017,"$200,000.00","$200,000.00",C,,N
C-00317528,BROCK SOLUTIONS,C-00317528,BHS 24-HOUR TELEPHONE SUPPORT,12/12/2012,12/31/2017,12/31/2017,"$250,000.00","$250,000.00",S,03040,N
C-00317525,INTEGRATED DISPLAY SYSTEMS,C-00317525,ELEVATOR/ ESCALTOR MONITORING SERVICE,12/6/2012,12/31/2014,12/31/2017,"$215,404.02","$215,404.02",S,03040,N
S-00317429,DRUG FREE BUSINESS,S-00317429,COMPLIANCE W/FED DRUG/ALCOHOL TESTING,11/9/2012,11/8/2013,11/8/2017,$0.00,"$34,233.49",C,"00010, 03040",Y
